1636,1,666.42,409.29,22.72,61.28,1.00,0,1.00
1636,2,1159.53,276.04,24.14,47.84,1.00,0,1.00
1636,3,353.53,261.74,26.40,42.84,1.00,1,1.00
1636,4,91.12,561.47,29.33,72.62,1.00,0,1.00
1636,5,217.65,394.02,19.20,57.91,1.00,1,1.00
1636,6,560.14,164.16,23.92,31.73,1.00,1,1.00
1636,7,849.00,236.24,21.84,42.21,1.00,1,1.00
1636,8,536.17,267.31,28.71,38.10,1.00,0,1.00
1636,9,1099.53,179.32,14.29,34.93,1.00,0,1.00
1636,10,813.54,176.82,21.01,23.54,1.00,1,1.00
1636,11,791.71,163.92,13.78,30.80,1.00,0,1.00
1636,12,867.71,138.58,13.13,27.96,1.00,0,1.00
1636,13,594.59,164.47,11.28,33.10,1.00,0,1.00
1636,14,559.62,248.16,13.57,41.82,1.00,1,1.00
1636,15,839.33,147.41,15.98,23.61,1.00,1,1.00
1636,16,629.43,204.49,16.47,39.29,1.00,2,1.00
1636,17,529.54,131.16,10.74,26.40,1.00,1,1.00
1636,18,509.25,111.60,12.64,25.84,1.00,2,1.00
1636,19,636.22,187.39,12.93,32.49,1.00,1,1.00
1636,20,401.42,210.69,16.31,41.17,1.00,0,1.00
1636,21,569.86,122.27,10.68,24.66,1.00,0,1.00
1636,22,407.72,200.84,13.22,36.84,1.00,1,1.00
1636,23,939.47,178.23,6.13,6.43,1.00,3,1.00
1637,1,666.42,409.31,22.70,61.22,1.00,0,1.00
1637,2,1161.31,275.41,23.99,47.57,1.00,0,1.00
1637,3,353.79,261.66,26.51,43.05,1.00,1,1.00
1637,4,91.87,561.84,29.63,73.26,1.00,0,1.00
1637,5,217.62,394.19,19.08,57.54,1.00,1,1.00
1637,6,561.47,164.54,23.56,31.32,1.00,1,1.00
1637,7,848.83,236.42,21.65,41.82,1.00,1,1.00
1637,8,538.23,267.99,27.88,36.98,1.00,0,1.00
1637,9,1099.54,179.24,14.44,35.29,1.00,0,1.00
1637,10,813.15,176.96,21.00,23.54,1.00,1,1.00
1637,11,791.74,163.72,13.73,30.68,1.00,0,1.00
1637,12,867.18,138.31,13.26,28.25,1.00,0,1.00
1637,13,594.78,164.24,11.23,32.94,1.00,0,1.00
1637,14,559.92,248.19,13.43,41.37,1.00,1,1.00
1637,15,840.03,147.13,16.42,24.28,1.00,1,1.00
1637,16,630.20,205.03,16.38,39.11,1.00,2,1.00
1637,17,528.27,131.81,10.64,26.07,1.00,1,1.00
1637,18,509.62,111.82,12.42,25.38,1.00,2,1.00
1637,19,636.57,187.41,12.83,32.25,1.00,1,1.00
1637,20,401.94,210.85,16.26,40.92,1.00,0,1.00
1637,21,569.12,122.07,10.70,24.77,1.00,0,1.00
1637,22,408.20,200.82,13.30,37.08,1.00,1,1.00
1638,1,666.52,409.49,22.56,60.79,1.00,0,1.00
1638,2,1162.97,274.78,23.75,47.24,1.00,0,1.00
1638,3,354.25,261.50,26.48,43.06,1.00,1,1.00
1638,4,93.48,562.31,29.79,73.24,1.00,0,1.00
1638,5,218.12,394.23,18.97,57.11,1.00,1,1.00
1638,6,562.78,164.36,23.53,31.51,1.00,1,1.00
1638,7,848.70,236.46,21.63,41.78,1.00,1,1.00
1638,8,540.82,268.11,27.40,36.33,1.00,0,1.00
1638,9,1099.60,179.18,14.48,35.45,1.00,0,1.00
1638,10,813.01,177.11,20.84,23.38,1.00,1,1.00
1638,11,791.96,163.79,13.44,30.04,1.00,0,1.00
1638,12,866.56,137.93,13.51,28.77,1.00,0,1.00
1638,13,595.11,164.17,11.21,32.82,1.00,0,1.00
1638,14,560.07,248.12,13.26,40.80,1.00,1,1.00
1638,15,840.69,147.00,16.47,24.37,1.00,1,1.00
1638,16,631.28,206.18,16.02,38.25,1.00,2,1.00
1638,17,527.44,132.10,10.64,25.98,1.00,1,1.00
1638,18,509.80,111.84,12.27,25.06,1.00,2,1.00
1638,19,636.86,187.44,12.73,32.01,1.00,1,1.00
1638,20,403.13,210.84,16.30,40.85,1.00,0,1.00
1638,21,568.09,121.56,10.79,25.11,1.00,0,1.00
1638,22,408.69,200.92,13.65,38.09,1.00,1,1.00
1639,1,666.63,410.05,22.40,60.28,1.00,0,1.00
