1623,1,0.00,294.00,26.00,65.00,1.00,1,1.00
1623,2,1005.00,676.00,49.00,95.00,1.00,1,1.00
1623,3,710.00,455.00,30.00,72.00,1.00,0,1.00
1623,4,290.00,792.00,74.00,113.00,1.00,1,1.00
1623,5,509.00,522.00,28.00,82.00,1.00,0,1.00
1623,6,1671.00,713.00,58.00,97.00,1.00,0,1.00
1623,7,320.61,256.86,22.00,44.00,1.00,1,1.00
1623,8,41.00,389.00,27.00,66.00,1.00,1,1.00
1623,9,1030.00,287.00,18.00,61.00,1.00,2,1.00
1623,10,1651.00,442.00,32.00,74.00,1.00,0,1.00
1623,11,1572.07,307.87,24.73,61.73,1.00,0,1.00
1623,12,598.00,311.00,32.00,58.00,1.00,1,1.00
1623,13,1040.00,336.00,25.00,70.00,1.00,0,1.00
1623,14,966.00,214.00,28.00,47.00,1.00,0,1.00
1623,15,628.00,256.00,22.00,51.00,1.00,0,1.00
1623,16,1438.00,214.00,20.00,50.00,1.00,1,1.00
1623,17,1495.00,769.00,55.00,120.00,1.00,1,1.00
1623,18,1505.00,230.00,20.00,54.00,1.00,0,1.00
1623,19,1165.00,214.00,16.00,50.00,1.00,1,1.00
1623,20,1399.00,295.00,21.00,61.00,1.00,1,1.00
1623,21,511.00,126.00,19.00,38.00,1.00,2,1.00
1623,22,11.83,303.38,11.28,10.00,1.00,3,1.00
1623,23,146.85,347.48,27.54,60.00,1.00,0,1.00
1623,24,585.55,183.03,23.22,45.25,1.00,1,1.00
1624,1,0.00,294.00,26.00,65.00,1.00,1,1.00
1624,2,1005.00,676.00,51.00,95.00,1.00,1,1.00
1624,3,718.00,457.00,26.00,70.00,1.00,0,1.00
1624,4,295.00,793.00,70.00,113.00,1.00,1,1.00
1624,5,511.00,522.00,29.00,83.00,1.00,0,1.00
1624,6,1672.00,713.00,57.00,97.00,1.00,0,1.00
1624,7,315.30,256.09,32.70,49.11,1.00,1,1.00
1624,8,48.00,389.00,23.00,67.00,1.00,1,1.00
1624,9,1031.00,288.00,19.00,60.00,1.00,2,1.00
1624,10,1652.00,442.00,32.00,75.00,1.00,0,1.00
1624,11,1574.36,307.97,22.94,61.53,1.00,0,1.00
1624,12,604.00,311.00,30.00,58.00,1.00,1,1.00
1624,13,1043.00,335.00,25.00,72.00,1.00,0,1.00
1624,14,966.00,214.00,29.00,48.00,1.00,0,1.00
1624,15,630.00,256.00,22.00,53.00,1.00,0,1.00
1624,16,1439.00,214.00,19.00,50.00,1.00,1,1.00
1624,17,1499.00,768.00,54.00,122.00,1.00,1,1.00
1624,18,1504.00,231.00,21.00,53.00,1.00,0,1.00
1624,19,1166.00,215.00,16.00,50.00,1.00,1,1.00
1624,20,1399.00,295.00,22.00,61.00,1.00,1,1.00
1624,21,514.00,126.00,18.00,40.00,1.00,2,1.00
1624,22,12.74,304.34,11.16,10.00,1.00,3,1.00
1624,23,149.33,347.17,27.54,60.00,1.00,0,1.00
1624,24,587.70,183.78,23.22,45.26,1.00,1,1.00
1625,1,1.00,294.00,26.00,65.00,1.00,1,1.00
1625,2,1005.00,677.00,54.00,95.00,1.00,1,1.00
1625,3,723.00,457.00,25.00,70.00,1.00,0,1.00
1625,4,302.00,793.00,65.00,112.00,1.00,1,1.00
1625,5,512.00,522.00,30.00,84.00,1.00,0,1.00
1625,6,1676.00,713.00,53.00,97.00,1.00,0,1.00
1625,7,318.30,259.75,30.60,46.35,1.00,1,1.00
1625,8,52.00,389.00,22.00,67.00,1.00,1,1.00
1625,9,1032.00,288.00,22.00,60.00,1.00,2,1.00
1625,10,1651.00,442.00,34.00,75.00,1.00,0,1.00
1625,11,1576.65,308.07,21.15,61.33,1.00,0,1.00
1625,12,608.00,311.00,29.00,58.00,1.00,1,1.00
1625,13,1046.00,336.00,24.00,71.00,1.00,0,1.00
1625,14,967.00,214.00,28.00,48.00,1.00,0,1.00
1625,15,632.00,256.00,22.00,53.00,1.00,0,1.00
1625,16,1439.00,215.00,20.00,50.00,1.00,1,1.00
1625,17,1503.00,770.00,52.00,117.00,1.00,1,1.00
1625,18,1504.00,231.00,22.00,53.00,1.00,0,1.00
1625,19,1166.00,217.00,17.00,49.00,1.00,1,1.00
1625,20,1399.00,295.00,22.00,61.00,1.00,1,1.00
1625,21,516.00,126.00,20.00,40.00,1.00,2,1.00
1625,22,13.66,305.30,11.02,10.00,1.00,3,1.00
1625,23,151.81,346.86,27.54,60.00,1.00,0,1.00
1625,24,589.85,184.54,23.22,45.26,1.00,1,1.00
1626,1,1.00,295.00,26.00,64.00,1.00,1,1.00
1626,2,1007.00,677.00,55.00,96.00,1.00,1,1.00
1626,3,725.00,457.00,27.00,70.00,1.00,0,1.00
1626,4,312.00,795.00,58.00,110.00,1.00,1,1.00
1626,5,513.00,522.00,32.00,85.00,1.00,0,1.00
1626,6,1681.00,712.00,50.00,97.00,1.00,0,1.00
1626,7,326.00,258.42,24.50,52.08,1.00,1,1.00
1626,8,54.00,388.00,25.00,68.00,1.00,1,1.00
1626,9,1032.00,288.00,26.00,60.00,1.00,2,1.00
1626,10,1651.00,443.00,35.00,74.00,1.00,0,1.00
1626,11,1577.45,307.87,21.15,61.33,1.00,0,1.00
1626,12,610.00,310.00,30.00,61.00,1.00,1,1.00
1626,13,1048.00,337.00,24.00,70.00,1.00,0,1.00
1626,14,967.00,214.00,28.00,48.00,1.00,0,1.00
1626,15,633.00,257.00,23.00,53.00,1.00,0,1.00
1626,16,1440.00,215.00,19.00,51.00,1.00,1,1.00
1626,17,1506.00,767.00,52.00,118.00,1.00,1,1.00
1626,18,1503.00,231.00,23.00,53.00,1.00,0,1.00
1626,19,1167.00,217.00,17.00,50.00,1.00,1,1.00
1626,20,1400.00,295.00,21.00,61.00,1.00,1,1.00
1626,21,517.00,126.00,23.00,42.00,1.00,2,1.00
1626,22,14.58,306.27,10.89,10.00,1.00,3,1.00
1626,23,152.43,347.69,27.54,60.00,1.00,0,1.00
1626,24,592.00,185.30,23.22,45.25,1.00,1,1.00
1627,1,2.00,295.00,25.00,64.00,1.00,1,1.00
1627,2,1010.00,678.00,55.00,95.00,1.00,1,1.00
1627,3,727.00,457.00,30.00,70.00,1.00,0,1.00
1627,4,323.00,796.00,55.00,108.00,1.00,1,1.00
1627,5,514.00,523.00,37.00,84.00,1.00,0,1.00
1627,6,1687.00,711.00,46.00,98.00,1.00,0,1.00
1627,7,331.10,260.19,21.40,49.01,1.00,1,1.00
1627,8,56.00,387.00,26.00,68.00,1.00,1,1.00
1627,9,1033.00,289.00,27.00,59.00,1.00,2,1.00
1627,10,1651.00,443.00,36.00,75.00,1.00,0,1.00
1627,11,1578.25,307.67,21.14,61.33,1.00,0,1.00
1627,12,611.00,310.00,32.00,61.00,1.00,1,1.00
1627,13,1051.00,338.00,23.00,70.00,1.00,0,1.00
1627,14,970.00,214.00,25.00,48.00,1.00,0,1.00
1627,15,636.00,258.00,22.00,52.00,1.00,0,1.00
1627,16,1439.00,216.00,21.00,51.00,1.00,1,1.00
1627,17,1508.00,766.00,53.00,115.00,1.00,1,1.00
1627,18,1504.00,231.00,22.00,53.00,1.00,0,1.00
1627,19,1168.00,218.00,19.00,49.00,1.00,1,1.00
1627,20,1400.00,295.00,22.00,61.00,1.00,1,1.00
1627,21,521.00,127.00,21.00,41.00,1.00,2,1.00
1627,22,15.50,307.23,10.76,10.00,1.00,3,1.00
1627,23,153.05,348.51,27.54,60.01,1.00,0,1.00
1627,24,592.82,185.36,23.23,45.26,1.00,1,1.00
1628,1,2.00,295.00,25.00,64.00,1.00,1,1.00
1628,2,1014.00,678.00,55.40,95.20,1.00,1,1.00
1628,3,727.00,457.00,33.00,73.00,1.00,0,1.00
1628,4,335.00,795.00,49.00,109.00,1.00,1,1.00
1628,5,516.00,525.00,41.00,83.00,1.00,0,1.00
1628,6,1695.00,711.00,40.00,98.00,1.00,0,1.00
1628,7,337.10,260.19,19.20,51.21,1.00,1,1.00
1628,8,57.00,386.00,30.00,70.00,1.00,1,1.00
1628,9,1034.00,289.00,29.00,59.00,1.00,2,1.00
1628,10,1652.00,443.00,36.00,75.00,1.00,0,1.00
1628,11,1579.04,307.47,21.15,61.33,1.00,0,1.00
1628,12,613.00,310.00,32.00,61.00,1.00,1,1.00
1628,13,1053.00,340.00,25.00,68.00,1.00,0,1.00
1628,14,972.00,214.00,23.00,48.00,1.00,0,1.00
1628,15,639.00,259.00,20.00,52.00,1.00,0,1.00
1628,16,1440.00,216.00,20.00,52.00,1.00,1,1.00
1628,17,1511.00,763.00,52.00,118.00,1.00,1,1.00
1628,18,1505.00,231.00,21.00,54.00,1.00,0,1.00
1628,19,1169.00,219.00,18.00,48.00,1.00,1,1.00
1628,20,1400.00,294.00,22.00,61.00,1.00,1,1.00
1628,21,526.00,128.00,18.00,40.00,1.00,2,1.00
1628,22,16.41,308.19,10.64,10.00,1.00,3,1.00
1628,23,153.67,349.34,27.54,60.00,1.00,0,1.00
1628,24,593.64,185.43,23.23,45.25,1.00,1,1.00
1629,1,3.00,295.00,25.00,64.00,1.00,1,1.00
